num,A0,A1,A2,A3,x,y,z,label
323,6707.976654,4687.159533,4494.59144,831.9844358,450,450,200,1
324,764.137931,4547.816092,4555.057471,6298.045977,50,50,88,0
325,1098.541667,4675,4108.4375,5944.166667,50,100,88,0
326,1568.390805,4762.758621,3606.436782,5618.505747,50,150,88,0
327,2008.590604,4974.228188,3085.503356,5323.355705,50,200,88,0
328,2487.515924,5121.528662,2600.700637,5033.566879,50,250,88,0
329,2968.376623,5422.987013,2149.220779,4832.922078,50,300,88,0
330,3526.369048,5707.321429,1700.178571,4634.821429,50,350,88,0
331,4007.228916,6074.036145,1286.807229,4486.024096,50,400,88,0
332,4496.261682,6400.560748,1019.345794,4404.11215,50,450,88,0
333,4586.595745,5994.148936,1295.744681,3960.957447,100,450,88,0
334,4102.040816,5666.802721,1568.163265,3976.122449,100,400,88,0
335,3610.699301,5334.055944,1881.748252,4142.097902,100,350,88,0
336,3107.741935,5017.741935,2298.387097,4344.946237,100,300,88,0
337,2624.285714,4703.896104,2773.116883,4612.857143,100,250,88,0
338,2126.022727,4497.045455,3241.363636,4925.454545,100,200,88,0
339,1763.302752,4309.908257,3763.027523,5222.018349,100,150,88,0
340,1345,4153.051948,4207.337662,5590.714286,100,100,88,0
341,1134.186047,4047.790698,4657.965116,5969.593023,100,50,88,0
342,1540,3570.333333,4816.583333,5618.666667,150,50,88,0
343,1793.636364,3647.878788,4353.434343,5242.121212,150,100,88,0
344,2079.824561,3819.912281,3909.210526,4866.052632,150,150,88,0
345,2437.121212,4054.848485,3463.333333,4537.272727,150,200,88,0
346,2819.888889,4319.666667,3014.555556,4208.777778,150,250,88,0
347,3280.120482,4659.879518,2599.036145,3859.277108,150,300,88,0
348,3717.894737,4991.473684,2259.684211,3720.105263,150,350,88,0
349,4232.830189,5407.641509,1932.641509,3587.54717,150,400,88,0
350,4693.027523,5731.376147,1753.486239,3451.651376,150,450,88,0
351,4848.660714,5458.214286,2177.053571,2956.875,200,450,88,0
352,4423.857143,5091.285714,2364.428571,3109.571429,200,400,88,0
353,4018.588235,4692.352941,2633.058824,3284.941176,200,350,88,0
354,3551.858407,4306.371681,2906.548673,3553.716814,200,300,88,0
355,3109.53125,3954.609375,3289.296875,3871.484375,200,250,88,0
356,2788.269231,3631.730769,3693.75,4229.326923,200,200,88,0
357,2470.78125,3380,4127.1875,4557.8125,200,150,88,0
358,2200.423729,3178.559322,4556.694915,4955.677966,200,100,88,0
359,2002.022472,3050.393258,5007.977528,5383.314607,200,50,88,0
360,2454.262295,2585.163934,5275.901639,5128.606557,250,50,88,0
361,2659.099099,2714.954955,4791.981982,4705.675676,250,100,88,0
362,2855.949367,2912.78481,4342.278481,4316.455696,250,150,88,0
363,3156.413793,3216.965517,3982.068966,3909.931034,250,200,88,0
364,3502.769231,3564.769231,3580.769231,3521.384615,250,250,88,0
365,3876.26087,3962.782609,3286,3166,250,300,88,0
366,4297.04,4381.92,3012.8,2848.88,250,350,88,0
367,4711.156463,4799.795918,2809.047619,2613.537415,250,400,88,0
368,5138.461538,5232.115385,2639.903846,2478.846154,250,450,88,0
369,5386.451613,4961.129032,3119.83871,1957.177419,300,450,88,0
370,5030.446429,4508.75,3258.392857,2152.946429,300,400,88,0
371,4614.736842,4085.877193,3416.929825,2421.315789,300,350,88,0
372,4234.392523,3615.700935,3646.82243,2792.149533,300,300,88,0
373,3914.806202,3265.503876,3900.930233,3164.341085,300,250,88,0
374,3573.478261,2902.463768,4248.84058,3679.130435,300,200,88,0
375,3284.918033,2627.04918,4574.262295,4111.803279,300,150,88,0
376,3068.095238,2364.642857,5022.5,4458.571429,300,100,88,0
377,2938.181818,2242.424242,5490.833333,5019.848485,300,50,88,0
378,3418.560606,1766.363636,5778.712121,4789.015152,350,50,88,0
379,3516.747967,1978.292683,5338.780488,4315.853659,350,100,88,0
380,3712.959184,2260.306122,4937.346939,3847.244898,350,150,88,0
381,3917.676768,2629.59596,4633.434343,3407.474747,350,200,88,0
382,4214.186047,3053.023256,4286.395349,2918.372093,350,250,88,0
383,4517.378641,3485.631068,4042.912621,2463.106796,350,300,88,0
384,4891.414141,3914.949495,3772.424242,2039.69697,350,350,88,0
385,5306.395349,4351.744186,3583.372093,1776.395349,350,400,88,0
386,5701.818182,4809.431818,3533.295455,1585.681818,350,450,88,0
387,6044.126984,4682.460317,4021.666667,1111.984127,400,450,88,0
388,5620.373832,4129.626168,4166.35514,1444.579439,400,400,88,0
389,5275.652174,3712.347826,4345.391304,1755.826087,400,350,88,0
390,5002.142857,3216.071429,4526.547619,2200.714286,400,300,88,0
391,4723.163265,2795.306122,4723.163265,2658.77551,400,250,88,0
392,4408.220339,2368.728814,5018.559322,3229.576271,400,200,88,0
393,4209.684211,1980.526316,5305.052632,3670.421053,400,150,88,0
394,4072,1633.181818,5709.181818,4115.090909,400,100,88,0
395,3909.021739,1348.043478,6053.152174,4627.608696,400,50,88,0
396,4416.333333,1060.666667,6388.333333,4540.5,450,50,88,0
397,4504.4,1338.533333,6033.866667,4002.066667,450,100,88,0
398,4643.666667,1783,5709.888889,3572.111111,450,150,88,0
399,4834.035088,2218.245614,5423.859649,3058.245614,450,200,88,0
400,5087.260274,2664.246575,5183.287671,2526.712329,450,250,88,0
401,5367.777778,3208.641975,4906.17284,1982.345679,450,300,88,0
402,5672.57732,3683.402062,4737.835052,1501.237113,450,350,88,0
403,6034,4123.263158,4622.842105,1050.315789,450,400,88,0
404,6428.815789,4630.657895,4575.921053,665.5263158,450,450,88,0
405,852.1008403,4578.235294,4388.403361,6455.462185,50,50,130,0
406,1005,4648.098592,3974.295775,6064.43662,50,100,130,0
407,1484.444444,4747.847222,3421.875,5645.416667,50,150,130,0
408,2032.028302,4978.396226,2910.849057,5382.830189,50,200,130,0
409,2513.928571,5185.357143,2420,5075.357143,50,250,130,0
410,3058.791946,5460.738255,1960.671141,4892.416107,50,300,130,0
411,3530.13245,5781.059603,1412.582781,4668.741722,50,350,130,0
412,4036.666667,6110.20202,992.4242424,4545.757576,50,400,130,0
413,4550.747126,6466.666667,671.954023,4483.16092,50,450,130,0
414,4606.168224,6096.261682,1018.878505,4010.46729,100,450,130,0
415,4064.903846,5711.442308,1263.846154,4116.442308,100,400,130,0
416,3619.069767,5344.790698,1671.534884,4157.813953,100,350,130,0
417,3136,5010.857143,2141.714286,4378.928571,100,300,130,0
418,2661.648352,4740.659341,2580.549451,4716.153846,100,250,130,0
419,2193.36,4529.28,3079.36,5062.72,100,200,130,0
420,1695.869565,4329.782609,3601.521739,5307.898551,100,150,130,0
421,1260.238095,4208.015873,4066.587302,5627.698413,100,100,130,0
422,934.7142857,4092.857143,4521.285714,6002.857143,100,50,130,0
423,1508.161765,3567.720588,4672.5,5706.102941,150,50,130,0
424,1765.4375,3607.9375,4229.8125,5316.875,150,100,130,0
425,2042.137405,3796.717557,3756.48855,4955.877863,150,150,130,0
426,2465.37931,4048,3284.206897,4573.517241,150,200,130,0
427,2925.477707,4296.496815,2860.254777,4245.350318,150,250,130,0
428,3390,4613.724138,2437.034483,3935.655172,150,300,130,0
429,3774.270833,4944.0625,2085,3670.9375,150,350,130,0
430,4252.230769,5348.692308,1736,3497.538462,150,400,130,0
431,4744.736842,5727.105263,1564.473684,3408.157895,150,450,130,0
432,4897.692308,5326.153846,2028.692308,2836.692308,200,450,130,0
433,4446.036036,4957.207207,2210.540541,3025.225225,200,400,130,0
434,3981.527778,4543.263889,2515.069444,3235.694444,200,350,130,0
435,3621.12,4199.68,2808.4,3494.88,200,300,130,0
436,3110.683761,3856.239316,3186.068376,3852.393162,200,250,130,0
437,2726.217949,3571.153846,3583.846154,4208.910256,200,200,130,0
438,2449.215686,3316.764706,4021.764706,4557.254902,200,150,130,0
439,2161.631579,3138.842105,4465.315789,4948.578947,200,100,130,0
440,1975.930233,2986.511628,4968.488372,5393.604651,200,50,130,0
441,2449.897959,2540.204082,5204.489796,5118.77551,250,50,130,0
442,2595.763889,2676.041667,4678.888889,4690.138889,250,100,130,0
443,2747.5,2849.375,4289.875,4335.25,250,150,130,0
444,3133.75,3121.25,3899.333333,3829.833333,250,200,130,0
445,3472.857143,3450.714286,3522.410714,3383.839286,250,250,130,0
446,3864.242424,3840.40404,3166.262626,3087.575758,250,300,130,0
447,4229.882353,4241.294118,2935.411765,2785.176471,250,350,130,0
448,4668.536585,4660.813008,2693.902439,2569.105691,250,400,130,0
449,5138.976378,5117.716535,2554.251969,2446.771654,250,450,130,0
450,5342.612613,4864.864865,3031.981982,1889.90991,300,450,130,0
451,4959.15493,4383.028169,3164.366197,2078.802817,300,400,130,0
452,4561.764706,3987.254902,3331.372549,2365.882353,300,350,130,0
453,4189.08046,3544.482759,3563.563218,2711.264368,300,300,130,0
454,3814.962406,3148.270677,3891.353383,3103.984962,300,250,130,0
455,3545.140187,2731.308411,4215.607477,3495.794393,300,200,130,0
456,3311.090909,2432.090909,4561.454545,3905.090909,300,150,130,0
457,3123.304348,2151.826087,4994.782609,4386.782609,300,100,130,0
458,2988.453608,2014.329897,5430.618557,4825.773196,300,50,130,0
459,3478.861789,1487.804878,5783.414634,4653.577236,350,50,130,0
460,3577.525773,1733.195876,5336.185567,4230.618557,350,100,130,0
461,3764.606742,2066.853933,4939.662921,3696.853933,350,150,130,0
462,3970.847458,2490.677966,4591.949153,3276.949153,350,200,130,0
463,4239.462366,2871.505376,4283.010753,2764.301075,350,250,130,0
464,4550.098039,3288.039216,4019.509804,2399.509804,350,300,130,0
465,4848.933333,3725.2,3781.2,1954.733333,350,350,130,0
466,5285.403226,4195.403226,3633.145161,1646.290323,350,400,130,0
467,5633.846154,4677.897436,3522.205128,1459.641026,350,450,130,0
468,5943.361345,4558.319328,4021.764706,1016.218487,400,450,130,0
469,5563.228346,4044.88189,4112.362205,1320,400,400,130,0
470,5196.153846,3578.717949,4240.683761,1725.982906,400,350,130,0
471,4860.650407,3113.00813,4412.03252,2191.788618,400,300,130,0
472,4586.222222,2581,4678.277778,2664.055556,400,250,130,0
473,4330.943396,2166.320755,4978.867925,3186.509434,400,200,130,0
474,4119.144385,1768.609626,5285.080214,3620.160428,400,150,130,0
475,4014.191176,1344.485294,5702.205882,4112.573529,400,100,130,0
476,3903.488372,1122.55814,6041.472868,4596.27907,400,50,130,0
477,4419.642857,729.7142857,6392.928571,4521.285714,450,50,130,0
478,4488.739496,1167.563025,5976.470588,3983.94958,450,100,130,0
479,4640.851064,1602.021277,5678.93617,3471.702128,450,150,130,0
480,4863.136095,2092.60355,5340.118343,2944.674556,450,200,130,0
481,5078.672566,2590.088496,5122.212389,2412.300885,450,250,130,0
482,5337.159763,3084.378698,4849.763314,1913.609467,450,300,130,0
483,5635.675676,3584.391892,4690.202703,1372.094595,450,350,130,0
484,5925.670103,4070.103093,4550.309278,908.9690722,450,400,130,0
485,6266.831683,4565.544554,4475.346535,568.9108911,450,450,130,0
486,637.9661017,4530,4454.40678,6391.581921,50,50,170,0
487,1043.189655,4560.344828,4003.965517,6037.672414,50,100,170,0
488,1444.285714,4720.380952,3534.380952,5748.952381,50,150,170,0
489,1943.305785,4897.520661,3000.826446,5418.264463,50,200,170,0
490,2436.418919,5078.918919,2516.756757,5122.972973,50,250,170,0
491,2979.007092,5374.609929,1948.22695,4928.297872,50,300,170,0
492,3430.33557,5688.791946,1443.288591,4734.966443,50,350,170,0
493,3924.366197,6057.323944,970.3521127,4590.211268,50,400,170,0
494,4411.165049,6320.776699,589.223301,4536.601942,50,450,170,0
495,4538.778626,6008.625954,1024.351145,3998.396947,100,450,170,0
496,4090.24,5627.84,1318.56,4063.04,100,400,170,0
497,3612.054795,5261.164384,1707.945205,4224.589041,100,350,170,0
498,3097.071429,4934.928571,2160.5,4432.071429,100,300,170,0
499,2603.981481,4633.055556,2639.907407,4645.555556,100,250,170,0
500,2125.851064,4425,3095.744681,4971.808511,100,200,170,0
501,1767.894737,4220.087719,3593.77193,5316.22807,100,150,170,0
502,1375.707317,4091.414634,4167.268293,5628.926829,100,100,170,0
503,1078.380952,4003.904762,4543.619048,6007.333333,100,50,170,0
504,1523.612903,3528.516129,4758.83871,5721.096774,150,50,170,0
505,1728.707483,3588.435374,4185.782313,5379.931973,150,100,170,0
506,2070.080645,3796.370968,3758.467742,4955,150,150,170,0
507,2480.990991,4042.792793,3280.45045,4694.504505,150,200,170,0
508,2891.923077,4311.538462,2846.153846,4298.461538,150,250,170,0
509,3310.325203,4640.487805,2369.756098,4070.731707,150,300,170,0
510,3814.836066,4950.819672,1995,3789.180328,150,350,170,0
511,4279.904762,5364.952381,1661.047619,3627.047619,150,400,170,0
512,4722.347826,5780.608696,1445.652174,3517.043478,150,450,170,0
513,4926.857143,5508.47619,1937.52381,3014.952381,200,450,170,0
514,4453.636364,4977.272727,2115.206612,3190.247934,200,400,170,0
515,3950.134228,4565.637584,2423.489933,3366.778523,200,350,170,0
516,3500.309278,4221.443299,2774.123711,3606.597938,200,300,170,0
517,3071.774194,3882.849462,3151.344086,3882.741935,200,250,170,0
518,2749.274194,3552.177419,3575.403226,4253.709677,200,200,170,0
519,2420.645161,3304.301075,4019.139785,4599.892473,200,150,170,0
520,2162.857143,3117.518797,4483.533835,5031.052632,200,100,170,0
521,2031.28,3012.24,4954.72,5398,200,50,170,0
522,2552.674419,2511.627907,5186.976744,5111.162791,250,50,170,0
523,2655.540541,2658.648649,4679.72973,4741.621622,250,100,170,0
524,2879.222222,2837.555556,4245.333333,4328.555556,250,150,170,0
525,3159.509804,3138.921569,3875,3858.235294,250,200,170,0
526,3544.795918,3440.204082,3505.816327,3449.489796,250,250,170,0
527,3946.717557,3814.80916,3174.80916,3091.603053,250,300,170,0
528,4305.638298,4250.851064,2847.978723,2863.085106,250,350,170,0
529,4725.833333,4754.090909,2605.984848,2671.060606,250,400,170,0
530,5206.896552,5162.241379,2492.931034,2510.517241,250,450,170,0
531,5491.578947,4989.035088,2983.684211,2006.403509,300,450,170,0
532,5032.619048,4430,3141.031746,2176.825397,300,400,170,0
533,4635.833333,3970.833333,3322.916667,2462.5,300,350,170,0
534,4241.485149,3559.80198,3555.544554,2721.782178,300,300,170,0
535,3883.245614,3179.736842,3832.894737,3109.385965,300,250,170,0
536,3579.473684,2823.947368,4136.578947,3571.842105,300,200,170,0
537,3234,2479.515152,4596.545455,4065.030303,300,150,170,0
538,3062.135922,2242.621359,4990.873786,4490.679612,300,100,170,0
539,2959.223301,2075.048544,5418.640777,4934.660194,300,50,170,0
540,3561.359223,1475.631068,5691.84466,4703.300971,350,50,170,0
541,3690.686275,1755.196078,5226.862745,4206.372549,350,100,170,0
542,3856.190476,2054.761905,4860.396825,3832.222222,350,150,170,0
543,4089.166667,2486.770833,4513.4375,3303.125,350,200,170,0
544,4372.941176,2919.579832,4167.310924,2859.747899,350,250,170,0
545,4664.271845,3333.786408,3898.252427,2441.359223,350,300,170,0
546,5017.663551,3782.056075,3746.728972,2053.271028,350,350,170,0
547,5409.052632,4245.157895,3520,1707.789474,350,400,170,0
548,5825.193798,4780.620155,3427.596899,1521.782946,350,450,170,0
549,6130.670391,4562.178771,4002.402235,1072.960894,400,450,170,0
550,5763.361345,4058.235294,4055.714286,1355.12605,400,400,170,0
551,5392.123288,3570.547945,4206.027397,1779.041096,400,350,170,0
552,5060.357143,3104,4402.357143,2209.857143,400,300,170,0
553,4771.24031,2601.317829,4651.007752,2694.418605,400,250,170,0
554,4527.014925,2139.626866,4929.328358,3176.343284,400,200,170,0
555,4337.214286,1652.142857,5274.071429,3702.5,400,150,170,0
556,4171.62963,1309.407407,5633.037037,4111.111111,400,100,170,0
557,4074.554455,1032.475248,6043.960396,4640.891089,400,50,170,0
558,4615.562914,578.8741722,6368.07947,4559.86755,450,50,170,0
559,4641.971831,997.1830986,6018.732394,4062.253521,450,100,170,0
560,4818.791946,1428.85906,5708.926174,3586.510067,450,150,170,0
561,5021.958763,1872.474227,5433.195876,3067.835052,450,200,170,0
562,5259.029126,2421.650485,5129.61165,2516.699029,450,250,170,0
563,5568.16,2945.04,4912.16,1986.4,450,300,170,0
564,5861.019108,3489.10828,4708.280255,1498.726115,450,350,170,0
565,6192.407407,4032.12963,4552.87037,1004.722222,450,400,170,0
566,6542.5,4497.822581,4462.903226,637.1774194,450,450,170,0
567,933.0612245,4557.414966,4519.727891,6453.877551,50,50,200,0
568,1230.847458,4624.237288,4086.355932,6122.79661,50,100,200,0
569,1630.25,4719.083333,3592.75,5815.416667,50,150,200,0
570,2099.136691,4896.258993,3061.223022,5442.517986,50,200,200,0
571,2550.506329,5117.848101,2559.113924,5193.291139,50,250,200,0
572,3043.211679,5392.481752,2038.248175,4959.124088,50,300,200,0
573,3553.980583,5691.650485,1546.213592,4701.067961,50,350,200,0
574,4079.53125,6008.125,1042.34375,4632.1875,50,400,200,0
575,4562.23301,6397.475728,638.0582524,4483.495146,50,450,200,0
576,4650.769231,6073.736264,1053.186813,3983.076923,100,450,200,0
577,4191.009174,5697.706422,1340.091743,4116.788991,100,400,200,0
578,3765,5393.032787,1742.95082,4205.245902,100,350,200,0
579,3255,5055.888889,2163.666667,4496.222222,100,300,200,0
580,2816.321839,4742.183908,2596.666667,4751.149425,100,250,200,0
581,2342.056075,4537.850467,3066.915888,5055.981308,100,200,200,0
582,1934.392523,4317.570093,3578.878505,5417.757009,100,150,200,0
583,1567.196262,4174.579439,4068.037383,5734.205607,100,100,200,0
584,1284.512195,4151.341463,4547.682927,6090.97561,100,50,200,0
585,1675.882353,3616.176471,4725.098039,5781.862745,150,50,200,0
586,1865.454545,3724.825175,4210.13986,5451.188811,150,100,200,0
587,2195,3876.826923,3772.788462,5032.019231,150,150,200,0
588,2552.027027,4096.621622,3290.810811,4704.324324,150,200,200,0
589,2979.652174,4348.086957,2845.130435,4369.478261,150,250,200,0
590,3442.264151,4611.132075,2379.528302,4085.849057,150,300,200,0
591,3889.557522,5001.59292,1975.221239,3862.477876,150,350,200,0
592,4352.977099,5348.167939,1657.251908,3680.381679,150,400,200,0
593,4811.980198,5738.910891,1402.673267,3574.950495,150,450,200,0
594,5016.210526,5440.315789,1937.368421,3086.421053,200,450,200,0
595,4550.238095,5021.587302,2106.984127,3201.825397,200,400,200,0
596,4096.226415,4614.528302,2398.679245,3377.264151,200,350,200,0
597,3658.027211,4245.714286,2751.70068,3672.517007,200,300,200,0
598,3230.27027,3897.027027,3146.013514,3933.378378,200,250,200,0
599,2870.09434,3584.056604,3544.622642,4310.09434,200,200,200,0
600,2553.695652,3338.586957,4013.26087,4690.76087,200,150,200,0
601,2327.87234,3141.06383,4510,5112.978723,200,100,200,0
602,2169.038462,3028.942308,5002.019231,5540.673077,200,50,200,0
603,2646.363636,2559.204545,5156.704545,5263.181818,250,50,200,0
604,2723.563218,2663.793103,4755.057471,4872.068966,250,100,200,0
605,2969.212598,2834.96063,4299.84252,4454.566929,250,150,200,0
606,3313.426573,3133.846154,3878.391608,4002.517483,250,200,200,0
607,3649.487179,3460.940171,3546.923077,3559.487179,250,250,200,0
608,4046.507937,3853.015873,3171.111111,3233.492063,250,300,200,0
609,4367.481481,4204.518519,2876.814815,2909.925926,250,350,200,0
610,4792.419355,4595.241935,2639.435484,2709.032258,250,400,200,0
611,5251.188119,5065.940594,2525.841584,2540.594059,250,450,200,0
612,5495.294118,4834.779412,2994.926471,2101.397059,300,450,200,0
613,5089.632353,4394.411765,3126.323529,2296.838235,300,400,200,0
614,4679.315068,3958.356164,3355.479452,2565.205479,300,350,200,0
615,4331.904762,3555.619048,3580.761905,2886.095238,300,300,200,0
616,4045.585586,3160.630631,3878.468468,3238.828829,300,250,200,0
617,3764.84127,2768.015873,4231.746032,3608.730159,300,200,200,0
618,3480.531915,2385,4579.468085,4122.553191,300,150,200,0
619,3316.145251,2151.955307,5017.988827,4536.592179,300,100,200,0
620,3194.700855,1984.957265,5478.205128,4982.478632,300,50,200,0
621,3717.8125,1473.75,5752.8125,4771.041667,350,50,200,0
622,3773.741007,1678.057554,5311.294964,4302.014388,350,100,200,0
623,3972.727273,1984.69697,4976.515152,3870.606061,350,150,200,0
624,4177.636364,2419.090909,4625.545455,3413.090909,350,200,200,0
625,4393.373494,2856.144578,4299.879518,2929.39759,350,250,200,0
626,4704.032258,3307.419355,4033.870968,2527.419355,350,300,200,0
627,5072.573099,3753.918129,3790.350877,2144.97076,350,350,200,0
628,5431.666667,4230.438596,3624.035088,1841.052632,350,400,200,0
629,5839,4723.384615,3527,1586.384615,350,450,200,0
630,6149.605263,4561.907895,4028.289474,1144.078947,400,450,200,0
631,5792.522523,4076.216216,4102.972973,1424.864865,400,400,200,0
632,5462.254902,3601.078431,4251.27451,1761.27451,400,350,200,0
633,5120.491803,3148.278689,4437.213115,2226.557377,400,300,200,0
634,4882.258065,2679.677419,4658.467742,2665.806452,400,250,200,0
635,4609.484536,2185.670103,4961.134021,3137.835052,400,200,200,0
636,4431.636364,1700.272727,5302.909091,3685.272727,400,150,200,0
637,4317.745098,1347.254902,5663.529412,4122.54902,400,100,200,0
638,4137.5,1059.886364,6026.590909,4657.386364,400,50,200,0
639,4625,675.9302326,6338.255814,4507.209302,450,50,200,0
640,4715.887097,1069.112903,5978.709677,4044.83871,450,100,200,0
641,4879.064748,1540.215827,5686.402878,3539.496403,450,150,200,0
642,5104.740741,1985.703704,5396.888889,2994.296296,450,200,200,0
643,5330.505051,2519.191919,5143.131313,2555.050505,450,250,200,0
644,5536,3048.6,4881.3,2035.8,450,300,200,0
645,5822.246377,3505.942029,4698.405797,1598.985507,450,350,200,0
646,6195.945946,3998.198198,4578.018018,1170.720721,450,400,200,0
647,6556.183206,4520.305344,4496.259542,834.6564885,450,450,200,0
